"Point_ID","Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Soil_type","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","DOI","Horizon_mid_depth_cm","Horizon_bin_cm","OC_from_SOM_our_eq","OC_obs_est","OC_perc_final","Notes","Lat_Long"
"P854","CCRCN","Kauffman et al 2020 COO-HID-LM-5",NA,NA,"marsh",43.293,-124.3237,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",5.170249,0.5253566,"COO-HID-LM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.170249,NA,0.5253566,NA,22.5,"15-30cm",NA,"Observed",5.170249,NA,"43.293_-124.3237"
"P855","CCRCN","Kauffman et al 2020 COO-HID-LM-6",NA,NA,"marsh",43.2928,-124.3238,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",4.525584,0.4643423,"COO-HID-LM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.525584,NA,0.4643423,NA,22.5,"15-30cm",NA,"Observed",4.525584,NA,"43.2928_-124.3238"
"P856","CCRCN","Kauffman et al 2020 COO-MET-HM-1",NA,NA,"marsh",43.3359,-124.3281,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",17.28802,0.1988906,"COO-MET-HM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.28802,NA,0.1988906,NA,22.5,"15-30cm",NA,"Observed",17.28802,NA,"43.3359_-124.3281"
"P857","CCRCN","Kauffman et al 2020 COO-MET-HM-2",NA,NA,"marsh",43.3357,-124.3282,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",3.831402,0.881141,"COO-MET-HM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.831402,NA,0.881141,NA,22.5,"15-30cm",NA,"Observed",3.831402,NA,"43.3357_-124.3282"
"P858","CCRCN","Kauffman et al 2020 COO-MET-HM-3",NA,NA,"marsh",43.3355,-124.3282,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",3.979898,0.6798732,"COO-MET-HM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.979898,NA,0.6798732,NA,22.5,"15-30cm",NA,"Observed",3.979898,NA,"43.3355_-124.3282"
"P859","CCRCN","Kauffman et al 2020 COO-MET-HM-4",NA,NA,"marsh",43.3354,-124.3283,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",4.49862,0.6695721,"COO-MET-HM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49862,NA,0.6695721,NA,22.5,"15-30cm",NA,"Observed",4.49862,NA,"43.3354_-124.3283"
"P860","CCRCN","Kauffman et al 2020 COO-MET-HM-5",NA,NA,"marsh",43.3352,-124.3284,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",9.638033,0.3541997,"COO-MET-HM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.638033,NA,0.3541997,NA,22.5,"15-30cm",NA,"Observed",9.638033,NA,"43.3352_-124.3284"
"P861","CCRCN","Kauffman et al 2020 COO-MET-HM-6",NA,NA,"marsh",43.3351,-124.3284,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",0.4970465,1.611727,"COO-MET-HM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4970465,NA,1.611727,NA,22.5,"15-30cm",NA,"Observed",0.4970465,NA,"43.3351_-124.3284"
"P862","CCRCN","Kauffman et al 2020 COO-MET-LM-1",NA,NA,"marsh",43.3345,-124.328,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",9.124474,0.3201268,"COO-MET-LM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.124474,NA,0.3201268,NA,22.5,"15-30cm",NA,"Observed",9.124474,NA,"43.3345_-124.328"
"P863","CCRCN","Kauffman et al 2020 COO-MET-LM-2",NA,NA,"marsh",43.3347,-124.3279,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",8.163004,0.4603803,"COO-MET-LM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.163004,NA,0.4603803,NA,22.5,"15-30cm",NA,"Observed",8.163004,NA,"43.3347_-124.3279"
"P864","CCRCN","Kauffman et al 2020 COO-MET-LM-3",NA,NA,"marsh",43.3349,-124.3279,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",5.152448,0.5174326,"COO-MET-LM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.152448,NA,0.5174326,NA,22.5,"15-30cm",NA,"Observed",5.152448,NA,"43.3349_-124.3279"
"P865","CCRCN","Kauffman et al 2020 COO-MET-LM-4",NA,NA,"marsh",43.3351,-124.3278,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",5.596995,0.496038,"COO-MET-LM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.596995,NA,0.496038,NA,22.5,"15-30cm",NA,"Observed",5.596995,NA,"43.3351_-124.3278"
"P866","CCRCN","Kauffman et al 2020 COO-MET-LM-5",NA,NA,"marsh",43.3353,-124.3278,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",8.814828,0.3969889,"COO-MET-LM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.814828,NA,0.3969889,NA,22.5,"15-30cm",NA,"Observed",8.814828,NA,"43.3353_-124.3278"
"P867","CCRCN","Kauffman et al 2020 COO-MET-LM-6",NA,NA,"marsh",43.3354,-124.3277,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",11.28014,0.296355,"COO-MET-LM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.28014,NA,0.296355,NA,22.5,"15-30cm",NA,"Observed",11.28014,NA,"43.3354_-124.3277"
"P868","CCRCN","Kauffman et al 2020 COO-MIL-HM-1",NA,NA,"marsh",43.3682,-124.185,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",11.5467,0.2492592,"COO-MIL-HM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5467,NA,0.2492592,NA,22.5,"15-30cm",NA,"Observed",11.5467,NA,"43.3682_-124.185"
"P869","CCRCN","Kauffman et al 2020 COO-MIL-HM-2",NA,NA,"marsh",43.3684,-124.185,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",6.816344,0.3512289,"COO-MIL-HM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.816344,NA,0.3512289,NA,22.5,"15-30cm",NA,"Observed",6.816344,NA,"43.3684_-124.185"
"P870","CCRCN","Kauffman et al 2020 COO-MIL-HM-3",NA,NA,"marsh",43.3686,-124.1849,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",14.3278,0.2893498,"COO-MIL-HM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3278,NA,0.2893498,NA,22.5,"15-30cm",NA,"Observed",14.3278,NA,"43.3686_-124.1849"
"P871","CCRCN","Kauffman et al 2020 COO-MIL-HM-4",NA,NA,"marsh",43.3687,-124.1849,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",8.476731,0.3564581,"COO-MIL-HM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.476731,NA,0.3564581,NA,22.5,"15-30cm",NA,"Observed",8.476731,NA,"43.3687_-124.1849"
"P872","CCRCN","Kauffman et al 2020 COO-MIL-HM-5",NA,NA,"marsh",43.3689,-124.1849,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",7.749795,0.3817326,"COO-MIL-HM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.749795,NA,0.3817326,NA,22.5,"15-30cm",NA,"Observed",7.749795,NA,"43.3689_-124.1849"
"P873","CCRCN","Kauffman et al 2020 COO-MIL-HM-6",NA,NA,"marsh",43.3691,-124.1849,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",6.920189,0.3834757,"COO-MIL-HM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.920189,NA,0.3834757,NA,22.5,"15-30cm",NA,"Observed",6.920189,NA,"43.3691_-124.1849"
"P874","CCRCN","Kauffman et al 2020 GRA-JOH-HM-1",NA,NA,"marsh",46.8915,-123.9876,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",4.775837,0.6797978,"GRA-JOH-HM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.775837,NA,0.6797978,NA,22.5,"15-30cm",NA,"Observed",4.775837,NA,"46.8915_-123.9876"
"P875","CCRCN","Kauffman et al 2020 GRA-JOH-HM-2",NA,NA,"marsh",46.8914,-123.9874,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",3.616178,0.7373192,"GRA-JOH-HM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.616178,NA,0.7373192,NA,22.5,"15-30cm",NA,"Observed",3.616178,NA,"46.8914_-123.9874"
"P876","CCRCN","Kauffman et al 2020 GRA-JOH-HM-3",NA,NA,"marsh",46.8912,-123.9873,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",5.091214,0.7460345,"GRA-JOH-HM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.091214,NA,0.7460345,NA,22.5,"15-30cm",NA,"Observed",5.091214,NA,"46.8912_-123.9873"
"P877","CCRCN","Kauffman et al 2020 GRA-JOH-HM-4",NA,NA,"marsh",46.8911,-123.9871,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",4.597016,0.8157574,"GRA-JOH-HM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.597016,NA,0.8157574,NA,22.5,"15-30cm",NA,"Observed",4.597016,NA,"46.8911_-123.9871"
"P878","CCRCN","Kauffman et al 2020 GRA-JOH-HM-5",NA,NA,"marsh",46.891,-123.9869,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",2.504421,0.7983267,"GRA-JOH-HM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.504421,NA,0.7983267,NA,22.5,"15-30cm",NA,"Observed",2.504421,NA,"46.891_-123.9869"
"P879","CCRCN","Kauffman et al 2020 GRA-JOH-HM-6",NA,NA,"marsh",46.8908,-123.9868,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",12.3825,0.8331881,"GRA-JOH-HM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3825,NA,0.8331881,NA,22.5,"15-30cm",NA,"Observed",12.3825,NA,"46.8908_-123.9868"
"P880","CCRCN","Kauffman et al 2020 HUM-MAD-HM-1",NA,NA,"marsh",40.8865,-124.1406,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",6.801679,0.4122364,"HUM-MAD-HM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.801679,NA,0.4122364,NA,22.5,"15-30cm",NA,"Observed",6.801679,NA,"40.8865_-124.1406"
"P881","CCRCN","Kauffman et al 2020 HUM-MAD-HM-2",NA,NA,"marsh",40.8863,-124.1406,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",3.684653,0.514206,"HUM-MAD-HM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.684653,NA,0.514206,NA,22.5,"15-30cm",NA,"Observed",3.684653,NA,"40.8863_-124.1406"
"P882","CCRCN","Kauffman et al 2020 HUM-MAD-HM-3",NA,NA,"marsh",40.8862,-124.1406,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",4.697428,0.4723723,"HUM-MAD-HM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.697428,NA,0.4723723,NA,22.5,"15-30cm",NA,"Observed",4.697428,NA,"40.8862_-124.1406"
"P883","CCRCN","Kauffman et al 2020 HUM-MAD-HM-4",NA,NA,"marsh",40.886,-124.1406,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",10.07962,0.3878334,"HUM-MAD-HM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.07962,NA,0.3878334,NA,22.5,"15-30cm",NA,"Observed",10.07962,NA,"40.886_-124.1406"
"P884","CCRCN","Kauffman et al 2020 HUM-MAD-HM-5",NA,NA,"marsh",40.8858,-124.1406,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",1.934812,0.2658184,"HUM-MAD-HM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.934812,NA,0.2658184,NA,22.5,"15-30cm",NA,"Observed",1.934812,NA,"40.8858_-124.1406"
"P885","CCRCN","Kauffman et al 2020 HUM-MAD-HM-6",NA,NA,"marsh",40.8856,-124.1406,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",3.832716,0.501133,"HUM-MAD-HM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.832716,NA,0.501133,NA,22.5,"15-30cm",NA,"Observed",3.832716,NA,"40.8856_-124.1406"
"P886","CCRCN","Kauffman et al 2020 HUM-SHB-LM-1",NA,NA,"marsh",40.704,-124.2166,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",5.299821,0.3337982,"HUM-SHB-LM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.299821,NA,0.3337982,NA,22.5,"15-30cm",NA,"Observed",5.299821,NA,"40.704_-124.2166"
"P887","CCRCN","Kauffman et al 2020 HUM-SHB-LM-2",NA,NA,"marsh",40.7041,-124.2164,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",6.434978,0.367788,"HUM-SHB-LM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.434978,NA,0.367788,NA,22.5,"15-30cm",NA,"Observed",6.434978,NA,"40.7041_-124.2164"
"P888","CCRCN","Kauffman et al 2020 HUM-SHB-LM-3",NA,NA,"marsh",40.7042,-124.2162,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",4.832315,0.4732439,"HUM-SHB-LM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.832315,NA,0.4732439,NA,22.5,"15-30cm",NA,"Observed",4.832315,NA,"40.7042_-124.2162"
"P889","CCRCN","Kauffman et al 2020 HUM-SHB-LM-4",NA,NA,"marsh",40.7043,-124.211,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",9.64628,0.3459997,"HUM-SHB-LM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64628,NA,0.3459997,NA,22.5,"15-30cm",NA,"Observed",9.64628,NA,"40.7043_-124.211"
"P890","CCRCN","Kauffman et al 2020 HUM-SHB-LM-5",NA,NA,"marsh",40.7044,-124.2159,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",7.536908,0.3233397,"HUM-SHB-LM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.536908,NA,0.3233397,NA,22.5,"15-30cm",NA,"Observed",7.536908,NA,"40.7044_-124.2159"
"P891","CCRCN","Kauffman et al 2020 HUM-SHB-LM-6",NA,NA,"marsh",40.7045,-124.2156,"direct from dataset",1,"United States",2018,NA,0.2,0.25,"EA","Core-level",6.893197,0.3215967,"HUM-SHB-LM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.893197,NA,0.3215967,NA,22.5,"15-30cm",NA,"Observed",6.893197,NA,"40.7045_-124.2156"
"P892","CCRCN","Kauffman et al 2020 SKA-DEL-LM-1",NA,NA,"marsh",48.3526,-122.4633,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",1.416294,1.018225,"SKA-DEL-LM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.416294,NA,1.018225,NA,22.5,"15-30cm",NA,"Observed",1.416294,NA,"48.3526_-122.4633"
"P893","CCRCN","Kauffman et al 2020 SKA-DEL-LM-2",NA,NA,"marsh",48.3527,-122.4635,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",0.943263,1.208399,"SKA-DEL-LM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943263,NA,1.208399,NA,22.5,"15-30cm",NA,"Observed",0.943263,NA,"48.3527_-122.4635"
"P894","CCRCN","Kauffman et al 2020 SKA-DEL-LM-3",NA,NA,"marsh",48.3528,-122.4637,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",1.417805,0.8906498,"SKA-DEL-LM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.417805,NA,0.8906498,NA,22.5,"15-30cm",NA,"Observed",1.417805,NA,"48.3528_-122.4637"
"P895","CCRCN","Kauffman et al 2020 SKA-DEL-LM-4",NA,NA,"marsh",48.3529,-122.4639,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",1.778854,0.9120444,"SKA-DEL-LM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.778854,NA,0.9120444,NA,22.5,"15-30cm",NA,"Observed",1.778854,NA,"48.3529_-122.4639"
"P896","CCRCN","Kauffman et al 2020 SKA-DEL-LM-5",NA,NA,"marsh",48.353,-122.4642,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",1.720527,0.8383518,"SKA-DEL-LM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.720527,NA,0.8383518,NA,22.5,"15-30cm",NA,"Observed",1.720527,NA,"48.353_-122.4642"
"P897","CCRCN","Kauffman et al 2020 SKA-DEL-LM-6",NA,NA,"marsh",48.3531,-122.4643,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",3.498709,0.8280507,"SKA-DEL-LM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.498709,NA,0.8280507,NA,22.5,"15-30cm",NA,"Observed",3.498709,NA,"48.3531_-122.4643"
"P898","CCRCN","Kauffman et al 2020 SKA-FIR-HM-1",NA,NA,"marsh",48.3318,-122.4177,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",4.177852,0.4247227,"SKA-FIR-HM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.177852,NA,0.4247227,NA,22.5,"15-30cm",NA,"Observed",4.177852,NA,"48.3318_-122.4177"
"P899","CCRCN","Kauffman et al 2020 SKA-FIR-HM-2",NA,NA,"marsh",48.3319,-122.4176,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",3.917315,0.5324881,"SKA-FIR-HM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.917315,NA,0.5324881,NA,22.5,"15-30cm",NA,"Observed",3.917315,NA,"48.3319_-122.4176"
"P900","CCRCN","Kauffman et al 2020 SKA-FIR-HM-3",NA,NA,"marsh",48.3321,-122.4174,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",2.734454,0.5824089,"SKA-FIR-HM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.734454,NA,0.5824089,NA,22.5,"15-30cm",NA,"Observed",2.734454,NA,"48.3321_-122.4174"
"P901","CCRCN","Kauffman et al 2020 SKA-FIR-HM-4",NA,NA,"marsh",48.3323,-122.4173,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",5.667385,0.4310618,"SKA-FIR-HM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.667385,NA,0.4310618,NA,22.5,"15-30cm",NA,"Observed",5.667385,NA,"48.3323_-122.4173"
"P902","CCRCN","Kauffman et al 2020 SKA-FIR-HM-5",NA,NA,"marsh",48.3324,-122.4172,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",4.737555,0.4564184,"SKA-FIR-HM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.737555,NA,0.4564184,NA,22.5,"15-30cm",NA,"Observed",4.737555,NA,"48.3324_-122.4172"
"P903","CCRCN","Kauffman et al 2020 SKA-FIR-HM-6",NA,NA,"marsh",48.3326,-122.417,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",5.654838,0.4484945,"SKA-FIR-HM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.654838,NA,0.4484945,NA,22.5,"15-30cm",NA,"Observed",5.654838,NA,"48.3326_-122.417"
"P904","CCRCN","Kauffman et al 2020 SKA-WIL-HM-1",NA,NA,"marsh",48.3217,-122.3952,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",5.043325,2.101426,"SKA-WIL-HM-1",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.043325,NA,2.101426,NA,22.5,"15-30cm",NA,"Observed",5.043325,NA,"48.3217_-122.3952"
"P905","CCRCN","Kauffman et al 2020 SKA-WIL-HM-2",NA,NA,"marsh",48.3217,-122.3949,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",4.406818,0.5736926,"SKA-WIL-HM-2",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.406818,NA,0.5736926,NA,22.5,"15-30cm",NA,"Observed",4.406818,NA,"48.3217_-122.3949"
"P906","CCRCN","Kauffman et al 2020 SKA-WIL-HM-3",NA,NA,"marsh",48.3218,-122.3947,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",8.385192,0.2099842,"SKA-WIL-HM-3",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.385192,NA,0.2099842,NA,22.5,"15-30cm",NA,"Observed",8.385192,NA,"48.3218_-122.3947"
"P907","CCRCN","Kauffman et al 2020 SKA-WIL-HM-4",NA,NA,"marsh",48.3218,-122.3944,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",4.522286,0.4770206,"SKA-WIL-HM-4",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.522286,NA,0.4770206,NA,22.5,"15-30cm",NA,"Observed",4.522286,NA,"48.3218_-122.3944"
"P908","CCRCN","Kauffman et al 2020 SKA-WIL-HM-5",NA,NA,"marsh",48.3219,-122.3942,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",6.665977,0.3201268,"SKA-WIL-HM-5",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.665977,NA,0.3201268,NA,22.5,"15-30cm",NA,"Observed",6.665977,NA,"48.3219_-122.3942"
"P909","CCRCN","Kauffman et al 2020 SKA-WIL-HM-6",NA,NA,"marsh",48.3219,-122.3939,"direct from dataset",1,"United States",2017,NA,0.2,0.25,"EA","Core-level",5.667083,0.3779715,"SKA-WIL-HM-6",NA,NA,NA,NA,"Kauffman et al 2020",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.667083,NA,0.3779715,NA,22.5,"15-30cm",NA,"Observed",5.667083,NA,"48.3219_-122.3939"
