system:index,saltmarsh,.geo
4386,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-67.77155506406486,-53.81982038640457]}"
4387,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.5023711419509,35.25487739867689]}"
4388,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.90400917154536,45.87242506779916]}"
4389,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-157.8638644029969,57.35882327972184]}"
4390,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.80765526974953,55.21310739207395]}"
4391,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.02309288022602,-14.9371416285752]}"
4392,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.5090020320346,18.469137662676335]}"
4393,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[134.86816093940652,-33.529573063996935]}"
4394,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.25015165586125,54.80266713875974]}"
4395,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.656570319653564,55.27050973872919]}"
4396,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.83806698934451,37.189309531499866]}"
4397,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.5535015365920946,48.9166359026234]}"
4398,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.74914749906223,52.64428500560577]}"
4399,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-164.0282835456819,59.89800126181408]}"
4400,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.33575652815598,31.3466669235865]}"
4401,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.02989885908468,49.296623267805955]}"
4402,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.59725357523394,58.96528050231278]}"
4403,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.838643838834415,-2.377346483658108]}"
4404,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.456579545826067,58.99142147708066]}"
4405,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.27743591498061,-35.61276620787011]}"
4406,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[155.7035958077463,56.061206851811185]}"
4407,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.0644836094793,55.24409926937607]}"
4408,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.390316285875,30.401010423993878]}"
4409,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.62546320728454,30.5597427346978]}"
4410,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.47384588445256,55.43112851152976]}"
4411,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[122.03806272549787,31.180658259081213]}"
4412,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.55544950650543,29.945834069530516]}"
4413,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.11221159675715,29.299047064964462]}"
4414,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.889588730072316,51.99345558226117]}"
4415,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[162.35580014970816,56.23260540802119]}"
4416,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.76128137183233,56.74626208748074]}"
4417,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.23262740140984,58.78552761396046]}"
4418,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.886222528919795,45.73902524810742]}"
4419,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.8600711395236,39.17952704346667]}"
4420,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.87340484213598,59.98855144245333]}"
4421,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.953634035548187,37.21006061456303]}"
4422,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.53596355929513,39.25094310855417]}"
4423,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.41546872578635,44.851310084340504]}"
4424,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.26227725808825,-39.849490582363]}"
4425,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3362197966876,51.47952940821639]}"
4426,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.43397440868321,56.56731768288413]}"
4427,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.49230543648692,39.701538055068525]}"
4428,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.96206690656996,59.0067826684391]}"
4429,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.1928486773421,53.25415125199451]}"
4430,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.642329929281345,45.62206459811505]}"
4431,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.60816231655583,29.847199051334194]}"
4432,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.15674516344022,55.65346154434934]}"
4433,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.73332800149804,21.27646275707825]}"
4434,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.77958997256557,-32.56666891094922]}"
4435,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.38092183571118,-35.9997604322688]}"
4436,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.82028034671895,38.20449563408334]}"
4437,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[161.73030321737573,55.52518212177707]}"
4438,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.29434876783994,53.12425486191083]}"
4439,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.91829238456286,45.78537831676798]}"
4440,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.73978380280676,29.90271493589278]}"
4441,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.37700126843401,45.1391303013724]}"
4442,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[156.38999851634202,52.48770865158373]}"
4443,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.44091099956296,-33.76241638564072]}"
4444,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.25095848550834,-38.99465375799487]}"
4445,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.20041204676814,44.83379293630017]}"
4446,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.232655337077562,56.74814854957739]}"
4447,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.55449172555724,25.371702474322326]}"
4448,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[126.57527356252874,35.772845991500205]}"
4449,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.6413567713789838,50.19727417166419]}"
4450,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.07585396522419,-36.33043028835319]}"
4451,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.24268649043935,32.61706439838833]}"
4452,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.6029941344652289,53.70986659562834]}"
4453,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.06622242849208,57.03569927202405]}"
4454,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.21333191992866,59.88749097298988]}"
4455,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.59447132998241,30.82950681451889]}"
4456,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.2196987677296,53.662705043212064]}"
4457,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.60255616753949,52.414675618984816]}"
4458,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.10740896917066,58.544868949344846]}"
4459,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.90456519177862,31.975936780112225]}"
4460,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.80624083670419,29.427595982121964]}"
4461,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.42971573259304,32.70006873064097]}"
4462,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.1559965333926,57.25911028318457]}"
4463,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.59302945124597,25.31672557893421]}"
4464,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[137.15913440849653,53.564070025015745]}"
4465,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.29121420095322,51.715337170297765]}"
4466,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.245568593803625,-40.36772866977156]}"
4467,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.06576412228632,57.02195504817702]}"
4468,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.26901462271914,-38.93159202504968]}"
4469,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.37923790808061,-38.93752090592487]}"
4470,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.56974975058571,-33.92573010429365]}"
4471,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[155.69281602433685,55.869057212538024]}"
4472,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.42235704171834,-39.92198462579145]}"
4473,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.20433757637116,53.687498545053764]}"
4474,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.116599230759785,44.89200376671112]}"
4475,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.18375992797435,-38.97632812619883]}"
4476,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[155.62166945383458,54.94846370937234]}"
4477,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.13399783551598,-39.90392848858065]}"
4478,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7397700799612,29.288536776140262]}"
4479,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.25242946404451,30.063064214108113]}"
4480,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.406456861189426,-38.91703931744694]}"
4481,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.46607171001739,58.693629960395036]}"
4482,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.6436582270595,43.12950917926862]}"
4483,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.055154465326012,44.890656293784936]}"
4484,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.92210267909897,59.861080503636764]}"
4485,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[135.8647519156087,-34.749036062189184]}"
4486,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.3218816922879,42.80530719322988]}"
4487,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[156.6718898524987,56.9985090192615]}"
4488,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.06767637596546,35.446488048779585]}"
4489,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.39639280983405,31.81235356687406]}"
4490,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.5383050193803,45.31160683592334]}"
4491,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.82693702838513,21.854528642409164]}"
4492,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.31725415347636,-39.060679931377656]}"
4493,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.23898052636521,38.80708552667071]}"
4494,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.464420680380398,55.410377428466596]}"
4495,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.73125272778086,39.15985393874445]}"
4496,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[162.40889058299965,56.296745119307325]}"
4497,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.32817116534133,29.605192913792393]}"
4498,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.92833395255298,40.75984329128973]}"
4499,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.78431571538121,44.46916676247606]}"
4500,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.61473831525731,58.73324566442471]}"
4501,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.46561340381163,57.456919308747686]}"
4502,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.60234156433647,29.941252661581508]}"
4503,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.39961963844578,59.011633570973345]}"
4504,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.004788077686634,5.918235839072026]}"
4505,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.228532235334315,56.2115848303728]}"
4506,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.20730201680875,53.52849673976461]}"
4507,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.04423034704995,38.2853440096541]}"
4508,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.04012096815225,32.00126927112439]}"
4509,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.09401988519943,25.715847059668516]}"
4510,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.22993790785994,-39.40024310877483]}"
4511,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.83207445656741,31.8344521228634]}"
4512,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.51906773749859,29.927508437734478]}"
4513,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[157.1841990590321,57.738271655733925]}"
4514,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.81594264177268,30.246051037483262]}"
4515,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.88323064279109,46.28933319115903]}"
4516,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-162.89451982559464,59.92279476365577]}"
4517,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.54799640982047,39.32505411949403]}"
4518,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.47695796797402,52.31577110620326]}"
4519,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.28472764573615,51.28252886640898]}"
4520,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.39843898375151,54.15345468292656]}"
4521,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.028177561111317,-34.04942811891691]}"
4522,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92303846665853,40.59518209971062]}"
4523,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.34105201405045,32.556158622125025]}"
4524,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.5771429935626,13.854581879682764]}"
4525,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.65776304308478,57.62319746783821]}"
4526,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.26374823662441,29.86821962898259]}"
4527,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.32183721553399,52.968756486229736]}"
4528,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[162.07094437311386,58.341670032077005]}"
4529,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.60657279473553,28.88887630623549]}"
4530,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-58.94399043007915,54.84713374532365]}"
4531,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.7723410644553,37.43616657157591]}"
4532,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.36933356854603,-35.973349962915684]}"
4533,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.733755553795454,-26.31439453347735]}"
4534,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.229838539723831,45.92470701733492]}"
4535,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[138.83027033154409,-7.977443964859205]}"
4536,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.94144643552788,29.919423600177403]}"
4537,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.49907024680891,52.15946424676646]}"
4538,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.08744388649795,34.69917956392055]}"
4539,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.9277417261089,23.010121423900515]}"
4540,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.49571611439333,29.62244056724749]}"
4541,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.26100005349845,28.218373778168676]}"
4542,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[158.46079490929435,53.03100973541922]}"
4543,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.787330084875173,39.12751458851615]}"
4544,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46072133274072,55.155974540003946]}"
4545,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.25267647526448,49.36076297909209]}"
4546,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.44955516557053,-14.14806148300461]}"
4547,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.70296621095941,45.306486438803866]}"
4548,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.09761061420667,58.73701858861801]}"
4549,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.90699395126298,32.70518912776045]}"
4550,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.94017964556642,29.845851578408016]}"
4551,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.92113993582493,29.395256631893663]}"
4552,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.62708679123043,58.821909382967306]}"
