system:index,saltmarsh,.geo
2122,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.95979455068918,45.823646547871476]}"
2123,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.361597254430286,45.068522720040605]}"
2124,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.890761114223523,57.0060548676481]}"
2125,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.600853554737512,59.02052689228613]}"
2126,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.8916294516873,32.45321169056493]}"
2127,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.87259470427168,52.56451460837595]}"
2128,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.92976376255248,29.200681541353376]}"
2129,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.38458828535728,-38.75480357713496]}"
2130,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.47589371247864,30.867775045622384]}"
2131,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.50316590286106,40.63910971710407]}"
2132,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[160.65151639267663,54.53236406976818]}"
2133,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.61061355940545,39.413987332621865]}"
2134,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.3490561686428,54.61590739119129]}"
2135,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.91053524119047,30.26222071259741]}"
2136,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.34837449871432,59.746006315741056]}"
2137,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.67370273804175,22.63902738003074]}"
2138,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.55476122014248,51.570888072611346]}"
2139,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.04900056661948,24.640833159162682]}"
2140,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.85318613180883,53.08356117954021]}"
2141,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.24845235127651,44.26947127481629]}"
2142,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.347504507141934,-37.64556386430417]}"
2143,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.43735598678991,52.19126460782429]}"
2144,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.79498737013482,-40.73370231652185]}"
2145,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.95121520071552,55.86393681541854]}"
2146,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.72963741437806,58.930785195402585]}"
2147,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63251123503733,57.190119669364194]}"
2148,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.44281283861378,34.822069094788105]}"
2149,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.82113496133718,-40.71968859808959]}"
2150,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.205801938472856,44.799567123975216]}"
2151,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.21727166235386,-38.93563444382822]}"
2152,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.18734569465575,33.251993641204]}"
2153,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.50715839258322,32.21605645555737]}"
2154,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.6279726497336,26.257800670577822]}"
2155,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.78098902865673,56.183826888093506]}"
2156,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.518092925487615,45.28034546403599]}"
2157,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.06578991386881,38.28992541760311]}"
2158,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.59887764915645,55.04548176005724]}"
2159,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.03288412877893,41.24304708261762]}"
2160,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.44931146256778,38.21500592290754]}"
2161,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.46889395967359,43.55072921599226]}"
2162,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[163.02441621567834,59.18168465425717]}"
2163,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.25450473776169,29.345130639039795]}"
2164,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.108934839089045,-38.797922710772696]}"
2165,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.58509391088137,29.822944538662966]}"
2166,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.81028160137411,43.84366983014363]}"
2167,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.11897309886193,-36.27680086589126]}"
2168,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.45002223229599,22.434480989836725]}"
2169,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.19561603561611,-22.057188570506526]}"
2170,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.43939009197042,39.40509401130908]}"
2171,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.64742784303556,18.420359142748644]}"
2172,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.6350639901082957,45.2924727203716]}"
2173,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.37960346258473,14.324041447163625]}"
2174,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.14487864117015,52.27885034802594]}"
2175,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.77833855955828,53.73627706498146]}"
2176,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.59630455480546,29.878460423221554]}"
2177,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[137.16102087059318,53.59021099978362]}"
2178,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[155.75722523020823,54.43642399742421]}"
2179,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.57459238257688,-18.234677373521137]}"
2180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.40996690723196,59.193811910592785]}"
2181,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.2972237647931,52.03334078087608]}"
2182,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.262541790347633,47.336319654800334]}"
2183,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.93877397304078,45.84278066342322]}"
2184,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.2663213309754,54.06721641565109]}"
2185,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.706186423136685,-20.607577196522854]}"
2186,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.22158522982625,54.78946190408318]}"
2187,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.55243017468561,22.5883623980064]}"
2188,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65919119897568,57.19146714229037]}"
2189,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.359777752452793,41.16597163124017]}"
2190,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.717572155835747,45.33047145688985]}"
2191,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.8774477508911485,43.45505863823353]}"
2192,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-160.32408047161505,59.14665035817651]}"
2193,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.997561652941632,52.30229637694146]}"
2194,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.8808430518433968,53.6419539601489]}"
2195,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-58.21500757701615,-32.510344542634925]}"
2196,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.13929497551905,25.69725193328724]}"
2197,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.07592257945196,40.99403408585969]}"
2198,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.28133069067529,44.36271640130789]}"
2199,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[155.66209364161998,55.66316334941783]}"
2200,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.6601336029697,32.64590031900856]}"
2201,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.342586644488534,-38.963122891522275]}"
2202,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.35954942640422,47.121801964952596]}"
2203,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.37277003803495,-39.73980628617201]}"
2204,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[126.60330099939327,35.91271368123761]}"
2205,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[138.76855607152507,54.0154734552858]}"
2206,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.32883035190457,33.132877034529756]}"
2207,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[162.49324238817846,58.77232237928391]}"
2208,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.54105816483211,29.84019219211806]}"
2209,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.750610207055323,53.346587894730405]}"
2210,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.07625192774526,49.25592958543534]}"
2211,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.54834658737042,41.26568462777743]}"
2212,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.53782422980927,56.894484109360455]}"
2213,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.16357693388139,55.88684385516359]}"
2214,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.3512653625983,39.4600709066972]}"
2215,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.72810112983134,57.731534291103024]}"
2216,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.18642577402698,-24.517674133709896]}"
2217,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.4008265746992,30.361664214549442]}"
2218,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.33168666368634,38.9625839023518]}"
2219,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.5553484842607,45.57139961609071]}"
2220,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.60009120184432,57.57792237751859]}"
2221,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.25981229239308,40.70136296629355]}"
2222,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.90112872228971,37.18634509106227]}"
2223,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[161.84079599732246,55.052758113858616]}"
2224,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-66.64964910572799,58.54594692768578]}"
2225,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.4088872747824,48.332641136417294]}"
2226,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.36818863008594,-39.138563866510815]}"
2227,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.74077944407438,35.8359077244454]}"
2228,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.38182307116853,-17.174755169788515]}"
2229,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.07267326747496,-1.4680717530723282]}"
2230,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.28031801834488,47.1654600877608]}"
2231,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.42010833333481,52.118770564395845]}"
2232,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.2264548175319,43.3556151362815]}"
2233,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.95398041490428,30.984735695614745]}"
2234,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.77832152849548,29.74209616309221]}"
2235,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.17178196883121,-43.31141802430282]}"
2236,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.43283823074282,-18.49932105622275]}"
2237,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[155.64754093401723,54.92906009923536]}"
2238,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.27838162719186,55.90813392739722]}"
2239,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.03959570182734,30.107261326086796]}"
2240,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.75611484385033,30.064411687034294]}"
2241,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.60856573137939,33.02912161921395]}"
2242,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.4568660714741,59.41722292175331]}"
2243,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.87109131771854,-28.585425403259915]}"
2244,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.49777766526495,30.064411687034294]}"
2245,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[140.6065091428336,53.12668031317795]}"
2246,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.23964136703705,52.9399205656095]}"
2247,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.14073520014688,-39.405633000479554]}"
2248,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[138.71708260574502,-8.098447033630105]}"
2249,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.181423430215,56.69398013794498]}"
2250,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[158.32389165999453,52.15084042003891]}"
2251,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.213710033146342,56.85702436201267]}"
2252,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.87599876574362,32.54295338744846]}"
2253,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.92856724092739,-33.57969905685081]}"
2254,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.09567802124751,57.00740234057428]}"
2255,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.56640437868984,57.48925865897599]}"
2256,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.89972635798131,45.37709402013566]}"
2257,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.89489083240123,55.9094814003234]}"
2258,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[159.7953320953823,53.665399989064426]}"
2259,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.2948877570104,54.61994980996983]}"
2260,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.85199671659484,45.71827416504426]}"
2261,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.14141141777289,18.524923041820156]}"
2262,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.03199165384128,46.379613877213046]}"
2263,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.43870345971608,30.681554287224404]}"
2264,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[156.98612053888374,57.66928104191354]}"
2265,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.67915628164839,-18.22928748181642]}"
2266,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[138.7987394650715,-7.990379704950526]}"
2267,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.29665236760567,39.361705383086104]}"
2268,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.763561324100817,44.70605250289837]}"
2269,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.76204372472552,29.441879195139467]}"
2270,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.19473513943876,49.39498879141704]}"
2271,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.63300194926006,56.74410613079885]}"
2272,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71039517017049,57.21114024701259]}"
2273,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.08809100432424,52.04681551013787]}"
2274,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[156.23611710817235,56.764587719276776]}"
2275,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.54090886763963,35.313896712843544]}"
2276,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.62035653301061,15.758830618959324]}"
2277,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.92164106467597,31.315944540869612]}"
2278,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.60767656465897,52.40012291138208]}"
2279,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.3072263083318,31.256116742947253]}"
2280,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.136783878961367,57.1917366368756]}"
2281,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.86989479609346,53.03154872458969]}"
2282,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.17946339156475,30.09594255350689]}"
2283,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.16158730545476,51.9853707447041]}"
2284,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.08487079214696,15.303115275325492]}"
2285,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.0433482867406183,45.777293479210904]}"
2286,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[138.4877427137093,-34.7107678310857]}"
2287,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.88058893421233,56.96347472318084]}"
2288,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.13275138483453,49.28126207644751]}"
2289,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.26199569476607,51.591100166504035]}"
2290,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.08803776705064,56.815791690471585]}"
2291,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.26714353757666,55.31821028031593]}"
2292,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.46598606472683,-18.39718260841836]}"
2293,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.28398612209959,38.873920183809204]}"
2294,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.41824055640956,-38.23791296265259]}"
2295,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.817728081624606,40.12060213511028]}"
2296,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.38184506455715,52.1214655102482]}"
2297,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.80219841792565,29.427326487536728]}"
2298,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.6724995999822,-19.807447772957598]}"
2299,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-162.0200098965043,59.96564440270828]}"
2300,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.14495932413485,52.37937182831892]}"
2301,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.85271410275752,37.53992198689172]}"
2302,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.45518214384352,41.37186549436036]}"
2303,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[132.70546689288878,42.88992849299394]}"
2304,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.27673721398934,29.815129195691128]}"
2305,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.92283096986659,38.76396639303298]}"
2306,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.19730327146391,38.375894190293344]}"
2307,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.7909998427385,37.872747799658]}"
2308,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.289707506182854,34.38198443709795]}"
2309,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[140.2599391062203,48.939003953197975]}"
2310,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.1881953469481,21.741071422024866]}"
2311,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.60063019101479,18.321724124552322]}"
2312,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.8173296291269,51.848198000819046]}"
2313,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.080998499817547,57.237820210950936]}"
2314,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.92666374776796,25.548760416822283]}"
2315,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.06028858529105,46.48175232501743]}"
2316,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.619422889536295,45.297862612076315]}"
2317,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21021321997274,57.031387358660275]}"
2318,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.49202387316474,57.44452255782684]}"
2319,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.330189893567685,-39.04801368587157]}"
2320,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.23151701505194,29.993804105702498]}"
2321,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.151106606406914,44.561603405211955]}"
2322,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.667109708277486,-19.845985498646325]}"
2323,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.642383166554943,45.5344788579134]}"
2324,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.24354986557728,29.639688220702585]}"
2325,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.3395294523493,31.627210786817027]}"
2326,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.41560760835051,33.037206456771024]}"
2327,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.970210433703116,-17.64610119936603]}"
2328,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.36845812467117,-38.92512415500402]}"
2329,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.28065943537511,29.66151728210669]}"
2330,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.62276826143217,52.2597162324742]}"
2331,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[172.84318193416152,-40.51433372413987]}"
2332,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[155.66640555498375,55.86932670712326]}"
2333,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.63208913504238,45.45012705273458]}"
2334,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.92138198471906,55.22739060509145]}"
2335,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.15062747094451,15.274818343875728]}"
2336,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.67253035389055,32.61814237672927]}"
2337,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.586529173183349,53.745978870049946]}"
2338,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[156.5627445454782,51.91638013088372]}"
2339,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[162.87861964506573,56.68077490326842]}"
2340,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.88552879025437,39.05178661006487]}"
2341,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.1595482379484,29.424362047099134]}"
2342,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.68737289535855,59.81580541331714]}"
2343,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.51587331690381,54.1936093761267]}"
2344,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.796334843061,45.33208842440127]}"
2345,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.15305623042886,-33.08194255792018]}"
2346,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[138.3042169011637,53.46112309345565]}"
2347,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81087879014403,38.049266752987485]}"
2348,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.17902211642178,38.75103065294166]}"
2349,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.45429463123172,57.3585537851366]}"
2350,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[158.38722288752496,53.01079764152653]}"
2351,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.26874678224252,53.11886497020611]}"
2352,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.28572990343824,53.35952363482173]}"
2353,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.4806227635115,39.523132639642384]}"
2354,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.50113179768054,51.53019439024074]}"
2355,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.30689316184464,38.10451314296083]}"
2356,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.98293157059142,30.42499544207987]}"
2357,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.66134715565757,57.187963712682304]}"
2358,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.010469947341844,44.6551180262888]}"
2359,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.44095216809962,-38.847509714456095]}"
2360,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.88676151809027,45.77944943589279]}"
2361,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.730332807152095,31.393289486832302]}"
2362,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.50496837377577,-22.200290195266767]}"
2363,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.61746566912663,56.57971443380497]}"
2364,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.47094840413412,51.40002850557182]}"
2365,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.91690870542587,56.79881353160173]}"
2366,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.78524770474691,28.74873912191284]}"
2367,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.90137242529245,56.981800354976876]}"
2368,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.35650761121914,31.30300880077829]}"
2369,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.1152962345875,25.017317094737173]}"
2370,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.59761961971468,58.583945664204045]}"
2371,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.66460688226289,37.36421151731794]}"
2372,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.73838143849835,53.152282298775354]}"
2373,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[155.62813732388025,54.92932959382059]}"
2374,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.18330327587721,51.52345702560984]}"
2375,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.49602512340661,55.14627273493546]}"
2376,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.23712150995966,53.19459294865738]}"
2377,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.16977530934182,21.39665734209344]}"
2378,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.470728838605254,46.529722361189414]}"
2379,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.71341284788168,55.10261461212725]}"
2380,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-150.940818002873,59.783196568503605]}"
2381,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.091038413699046,45.790229219302226]}"
2382,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.79009695317254,38.50120917242802]}"
2383,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.36960306313127,-37.63855700508804]}"
2384,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.55926525334401,38.17053931634362]}"
2385,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.18088444104455,56.691554686677854]}"
2386,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.48223973102293,10.587499022868474]}"
